original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
minus_2_471559,"Esta TV apresenta muito DSE(Dirty Screen Effect), quando assisto futebol é impossível não notar as faixas brancas e o gramado desfocando ao fundo.

Quando o Trumotion é ligado, a imagem apresenta muita granulação.

Existe uma faixa mais escura ao lado esquerdo da TV (lado direito de quem olha), além dos 4 cantos da TV estarem mais escuros que o normal.

Para videogame a TV é muito boa, mas peca em imagem e som para assistir a TV aberta/cabo.


Recomendo que todos façam testes de DSE e vazamento de Backlight, somente assim para ter certeza que o produto não veio com os mesmos defeitos que o meu.","esta tv apresenta muito dse(dirty screen effect), quando assisto futebol e impossivel nao notar as faixas brancas e o gramado desfocando ao fundo.

quando o trumotion e ligado, a imagem apresenta muita granulacao.

existe uma faixa mais escura ao lado esquerdo da tv (lado direito de quem olha), alem dos 4 cantos da tv estarem mais escuros que o normal.

para videogame a tv e muito boa, mas peca em imagem e som para assistir a tv aberta/cabo.


recomendo que todos facam testes de dse e vazamento de backlight, somente assim para ter certeza que o produto nao veio com os mesmos defeitos que o meu.","['esta', 'tv', 'apresenta', 'muito', 'dse', 'dirty', 'screen', 'effect', 'quando', 'assisto', 'futebol', 'impossivel', 'nao', 'notar', 'as', 'faixas', 'brancas', 'gramado', 'desfocando', 'ao', 'fundo', 'quando', 'trumotion', 'ligado', 'imagem', 'apresenta', 'muita', 'granulacao', 'existe', 'uma', 'faixa', 'mais', 'escura', 'ao', 'lado', 'esquerdo', 'da', 'tv', 'lado', 'direito', 'de', 'quem', 'olha', 'alem', 'dos', 'cantos', 'da', 'tv', 'estarem', 'mais', 'escuros', 'que', 'normal', 'para', 'videogame', 'tv', 'muito', 'boa', 'mas', 'peca', 'em', 'imagem', 'som', 'para', 'assistir', 'tv', 'aberta', 'cabo', 'recomendo', 'que', 'todos', 'facam', 'testes', 'de', 'dse', 'vazamento', 'de', 'backlight', 'somente', 'assim', 'para', 'ter', 'certeza', 'que', 'produto', 'nao', 'veio', 'com', 'os', 'mesmos', 'defeitos', 'que', 'meu']",,3,-1,2
0_303720,"Caí na armadilha do preço baixo, comprei dois computadores e nenhum ligou, tive que mandar para a assistência técnica, que COBROU R$55,oo e R$ 40,00 pelo segundo para  re-instalar o programa. Comprei pelo preço baixo e com o frete grátis,saiu caro e o cara da assistência ainda me disse ""Você comprou pela internet? Pois é, esses pcs vendidos pela internet da positivo são $¨%#@%¨*%#, muito simples e sujeitos a estragar""  usei aqui outras palavras, pq o rapaz disse umas bem baixas. então eu nunca mais compro da positivo, é incomodo puro, pague um pouco mais e não se arrependa.

O que gostei: Nem o disign.

O que não gostei: A qualidade.","cai na armadilha do preco baixo, comprei dois computadores e nenhum ligou, tive que mandar para a assistencia tecnica, que cobrou r$55,oo e r$ 40,00 pelo segundo para  re-instalar o programa. comprei pelo preco baixo e com o frete gratis,saiu caro e o cara da assistencia ainda me disse ""voce comprou pela internet? pois e, esses pcs vendidos pela internet da positivo sao $ %#@% *%#, muito simples e sujeitos a estragar""  usei aqui outras palavras, pq o rapaz disse umas bem baixas. entao eu nunca mais compro da positivo, e incomodo puro, pague um pouco mais e nao se arrependa.

o que gostei: nem o disign.

o que nao gostei: a qualidade.","['cai', 'na', 'armadilha', 'do', 'preco', 'baixo', 'comprei', 'dois', 'computadores', 'nenhum', 'ligou', 'tive', 'que', 'mandar', 'para', 'assistencia', 'tecnica', 'que', 'cobrou', '55', 'oo', '40', '00', 'pelo', 'segundo', 'para', 're', 'instalar', 'programa', 'comprei', 'pelo', 'preco', 'baixo', 'com', 'frete', 'gratis', 'saiu', 'caro', 'cara', 'da', 'assistencia', 'ainda', 'me', 'disse', 'voce', 'comprou', 'pela', 'internet', 'pois', 'esses', 'pcs', 'vendidos', 'pela', 'internet', 'da', 'positivo', 'sao', 'muito', 'simples', 'sujeitos', 'estragar', 'usei', 'aqui', 'outras', 'palavras', 'pq', 'rapaz', 'disse', 'umas', 'bem', 'baixas', 'entao', 'eu', 'nunca', 'mais', 'compro', 'da', 'positivo', 'incomodo', 'puro', 'pague', 'um', 'pouco', 'mais', 'nao', 'se', 'arrependa', 'que', 'gostei', 'nem', 'disign', 'que', 'nao', 'gostei', 'qualidade']",0.0,1,5,5
0_467439,Perfeito.,perfeito.,['perfeito'],1.0,5,1,1
2_160822,"Apesar da relação compensadora de custo/benefício, esperava um pouco mais desta TV da Philips. Não chego a estar decepcionado, mas estou um pouco desapontado. O modelo é top mas acredito que, para diminuirem o custo de produção, acabaram enchugando características importantes conforme apresento no item ""o que menos gosto no produto"".

O que gostei: Boa imagem; A diversidade de opções, inclusive TV interativa; TV digital; qualidade da imagem e efeitos de melhoria para alta definição; acesso a Internet;

O que não gostei: Usabilidade deixa muito a desejar; controle remoto muito simplificado que acaba exigindo entrar em menos para a mínima configuração; falta de teclas de atalho; falta de entrada para fone de ouvido; alto valor do adaptador opcional Wifi; congelamento e travamento da Tv quando no acesso a rede (parece Windows); em certos momentos tv não responde controle remoto; logomarca de TV interativa grande que fica na tela e atrapalha a visão; Player de midia USB não lê legenda srt; falta de manual mais detalhado substituido por um help na TV que é pouco prático;","apesar da relacao compensadora de custo/beneficio, esperava um pouco mais desta tv da philips. nao chego a estar decepcionado, mas estou um pouco desapontado. o modelo e top mas acredito que, para diminuirem o custo de producao, acabaram enchugando caracteristicas importantes conforme apresento no item ""o que menos gosto no produto"".

o que gostei: boa imagem; a diversidade de opcoes, inclusive tv interativa; tv digital; qualidade da imagem e efeitos de melhoria para alta definicao; acesso a internet;

o que nao gostei: usabilidade deixa muito a desejar; controle remoto muito simplificado que acaba exigindo entrar em menos para a minima configuracao; falta de teclas de atalho; falta de entrada para fone de ouvido; alto valor do adaptador opcional wifi; congelamento e travamento da tv quando no acesso a rede (parece windows); em certos momentos tv nao responde controle remoto; logomarca de tv interativa grande que fica na tela e atrapalha a visao; player de midia usb nao le legenda srt; falta de manual mais detalhado substituido por um help na tv que e pouco pratico;","['apesar', 'da', 'relacao', 'compensadora', 'de', 'custo', 'beneficio', 'esperava', 'um', 'pouco', 'mais', 'desta', 'tv', 'da', 'philips', 'nao', 'chego', 'estar', 'decepcionado', 'mas', 'estou', 'um', 'pouco', 'desapontado', 'modelo', 'top', 'mas', 'acredito', 'que', 'para', 'diminuirem', 'custo', 'de', 'producao', 'acabaram', 'enchugando', 'caracteristicas', 'importantes', 'conforme', 'apresento', 'no', 'item', 'que', 'menos', 'gosto', 'no', 'produto', 'que', 'gostei', 'boa', 'imagem', 'diversidade', 'de', 'opcoes', 'inclusive', 'tv', 'interativa', 'tv', 'digital', 'qualidade', 'da', 'imagem', 'efeitos', 'de', 'melhoria', 'para', 'alta', 'definicao', 'acesso', 'internet', 'que', 'nao', 'gostei', 'usabilidade', 'deixa', 'muito', 'desejar', 'controle', 'remoto', 'muito', 'simplificado', 'que', 'acaba', 'exigindo', 'entrar', 'em', 'menos', 'para', 'minima', 'configuracao', 'falta', 'de', 'teclas', 'de', 'atalho', 'falta', 'de', 'entrada', 'para', 'fone', 'de', 'ouvido', 'alto', 'valor', 'do', 'adaptador', 'opcional', 'wifi', 'congelamento', 'travamento', 'da', 'tv', 'quando', 'no', 'acesso', 'rede', 'parece', 'windows', 'em', 'certos', 'momentos', 'tv', 'nao', 'responde', 'controle', 'remoto', 'logomarca', 'de', 'tv', 'interativa', 'grande', 'que', 'fica', 'na', 'tela', 'atrapalha', 'visao', 'player', 'de', 'midia', 'usb', 'nao', 'le', 'legenda', 'srt', 'falta', 'de', 'manual', 'mais', 'detalhado', 'substituido', 'por', 'um', 'help', 'na', 'tv', 'que', 'pouco', 'pratico']",0.0,2,6,6
0_460764,"Excelente produto com preço acessível, qualidade da imagem supera outras marcas e o desing é simples e elegante. Já tinha certeza quanto a imagem da marca e só tinha dúvidas quanto a funcionalidade, mas não errei quanto a isso. Recomendo para aqueles que querem encontrar um produto com qualidade e ótimo custo benefício.","excelente produto com preco acessivel, qualidade da imagem supera outras marcas e o desing e simples e elegante. ja tinha certeza quanto a imagem da marca e so tinha duvidas quanto a funcionalidade, mas nao errei quanto a isso. recomendo para aqueles que querem encontrar um produto com qualidade e otimo custo beneficio.","['excelente', 'produto', 'com', 'preco', 'acessivel', 'qualidade', 'da', 'imagem', 'supera', 'outras', 'marcas', 'desing', 'simples', 'elegante', 'ja', 'tinha', 'certeza', 'quanto', 'imagem', 'da', 'marca', 'so', 'tinha', 'duvidas', 'quanto', 'funcionalidade', 'mas', 'nao', 'errei', 'quanto', 'isso', 'recomendo', 'para', 'aqueles', 'que', 'querem', 'encontrar', 'um', 'produto', 'com', 'qualidade', 'otimo', 'custo', 'beneficio']",1.0,4,7,7
0_372787,"ótimo custo beneficio

O que gostei: designer","otimo custo beneficio

o que gostei: designer","['otimo', 'custo', 'beneficio', 'que', 'gostei', 'designer']",1.0,5,4,4
0_438265,otimo preço,otimo preco,"['otimo', 'preco']",1.0,5,1,1
1_219550,"Duração da Bateria

Design

Custo-Benefício

Compatibilidade

Portabilidade

Funções e Características

Display

O que gostei: BOM","duracao da bateria

design

custo-beneficio

compatibilidade

portabilidade

funcoes e caracteristicas

display

o que gostei: bom","['duracao', 'da', 'bateria', 'design', 'custo', 'beneficio', 'compatibilidade', 'portabilidade', 'funcoes', 'caracteristicas', 'display', 'que', 'gostei', 'bom']",1.0,4,1,1
0_121611,"Muito Bom

O que gostei: Muito bom

O que não gostei: Nao tem","muito bom

o que gostei: muito bom

o que nao gostei: nao tem","['muito', 'bom', 'que', 'gostei', 'muito', 'bom', 'que', 'nao', 'gostei', 'nao', 'tem']",1.0,5,9,9
0_127380,"Adorei a camiseta, fiquei muito satisfeito!

O que gostei: Camiseta linda, chama a tenção pela beleza. Muito confortável

O que não gostei: Não gostei das mangas, acho grandes e desproporcionais (ainda vou mandar cortá-las, juro!)","adorei a camiseta, fiquei muito satisfeito!

o que gostei: camiseta linda, chama a tencao pela beleza. muito confortavel

o que nao gostei: nao gostei das mangas, acho grandes e desproporcionais (ainda vou mandar corta-las, juro!)","['adorei', 'camiseta', 'fiquei', 'muito', 'satisfeito', 'que', 'gostei', 'camiseta', 'linda', 'chama', 'tencao', 'pela', 'beleza', 'muito', 'confortavel', 'que', 'nao', 'gostei', 'nao', 'gostei', 'das', 'mangas', 'acho', 'grandes', 'desproporcionais', 'ainda', 'vou', 'mandar', 'corta', 'las', 'juro']",1.0,5,7,7
0_190816,"Decepção com a Mormaii. Achei que esta marca prezaria pelos seus clientes, especialmente em se tratando de crinaças!!!!!

O que gostei: Nada a declarar

O que não gostei: Serviço de assistência técnica inexistente. Qualidade do material é terrível. é impossível prender a cesta por um tempo razoável.  Não oferece segurança e nem estabilidade!!!!!!!!!!","decepcao com a mormaii. achei que esta marca prezaria pelos seus clientes, especialmente em se tratando de crinacas!!!!!

o que gostei: nada a declarar

o que nao gostei: servico de assistencia tecnica inexistente. qualidade do material e terrivel. e impossivel prender a cesta por um tempo razoavel.  nao oferece seguranca e nem estabilidade!!!!!!!!!!","['decepcao', 'com', 'mormaii', 'achei', 'que', 'esta', 'marca', 'prezaria', 'pelos', 'seus', 'clientes', 'especialmente', 'em', 'se', 'tratando', 'de', 'crinacas', 'que', 'gostei', 'nada', 'declarar', 'que', 'nao', 'gostei', 'servico', 'de', 'assistencia', 'tecnica', 'inexistente', 'qualidade', 'do', 'material', 'terrivel', 'impossivel', 'prender', 'cesta', 'por', 'um', 'tempo', 'razoavel', 'nao', 'oferece', 'seguranca', 'nem', 'estabilidade']",0.0,1,5,5
0_239791,"Produto excelente. Sua qualidade de imagem chama a atenção. Recomendo para aqueles que queiram comprar

O que gostei: preço

O que não gostei: autorizada","produto excelente. sua qualidade de imagem chama a atencao. recomendo para aqueles que queiram comprar

o que gostei: preco

o que nao gostei: autorizada","['produto', 'excelente', 'sua', 'qualidade', 'de', 'imagem', 'chama', 'atencao', 'recomendo', 'para', 'aqueles', 'que', 'queiram', 'comprar', 'que', 'gostei', 'preco', 'que', 'nao', 'gostei', 'autorizada']",1.0,4,3,3
19_8406,"Estava precisando de algo compacto e ao mesmo tempo, bem funcional e nada melhor que este mp3, ele possui tudo que eu preciso. Deixa eu ouvir um radio e gravar a musica ao mesmo tempo, gravar minha músicas prediletas, gravar algum comentário de alguém e alem de tudo, posso levar arquivos importantes para onde quer que eu vá. Isso é demais.

O que gostei: Um aparelho super sensacional, pois possui tudo o que você precisa para te acompanhar em sua caminhada do dia.

O que não gostei: Acho que deviria ter um pacote que vinha o mp3 junto com carregador de pilhas incluído.","estava precisando de algo compacto e ao mesmo tempo, bem funcional e nada melhor que este mp3, ele possui tudo que eu preciso. deixa eu ouvir um radio e gravar a musica ao mesmo tempo, gravar minha musicas prediletas, gravar algum comentario de alguem e alem de tudo, posso levar arquivos importantes para onde quer que eu va. isso e demais.

o que gostei: um aparelho super sensacional, pois possui tudo o que voce precisa para te acompanhar em sua caminhada do dia.

o que nao gostei: acho que deviria ter um pacote que vinha o mp3 junto com carregador de pilhas incluido.","['estava', 'precisando', 'de', 'algo', 'compacto', 'ao', 'mesmo', 'tempo', 'bem', 'funcional', 'nada', 'melhor', 'que', 'este', 'mp3', 'ele', 'possui', 'tudo', 'que', 'eu', 'preciso', 'deixa', 'eu', 'ouvir', 'um', 'radio', 'gravar', 'musica', 'ao', 'mesmo', 'tempo', 'gravar', 'minha', 'musicas', 'prediletas', 'gravar', 'algum', 'comentario', 'de', 'alguem', 'alem', 'de', 'tudo', 'posso', 'levar', 'arquivos', 'importantes', 'para', 'onde', 'quer', 'que', 'eu', 'va', 'isso', 'demais', 'que', 'gostei', 'um', 'aparelho', 'super', 'sensacional', 'pois', 'possui', 'tudo', 'que', 'voce', 'precisa', 'para', 'te', 'acompanhar', 'em', 'sua', 'caminhada', 'do', 'dia', 'que', 'nao', 'gostei', 'acho', 'que', 'deviria', 'ter', 'um', 'pacote', 'que', 'vinha', 'mp3', 'junto', 'com', 'carregador', 'de', 'pilhas', 'incluido']",1.0,4,10,10
0_306623,"ate o momento tudo bem

O que gostei: trnaquilo

O que não gostei: nada a declara","ate o momento tudo bem

o que gostei: trnaquilo

o que nao gostei: nada a declara","['ate', 'momento', 'tudo', 'bem', 'que', 'gostei', 'trnaquilo', 'que', 'nao', 'gostei', 'nada', 'declara']",1.0,4,3,3
0_286782,"Um produto excelente, colorido e encantador.

O que gostei: Conteudo, beleza e alegria

O que não gostei: Algumas pecas pequenas","um produto excelente, colorido e encantador.

o que gostei: conteudo, beleza e alegria

o que nao gostei: algumas pecas pequenas","['um', 'produto', 'excelente', 'colorido', 'encantador', 'que', 'gostei', 'conteudo', 'beleza', 'alegria', 'que', 'nao', 'gostei', 'algumas', 'pecas', 'pequenas']",1.0,5,1,1
0_105226,"Já tive outro SECADOR da marca REVLON E FIQUEI DESAPONTADA COM O ODELO ATUAL.

O que gostei: Durabilidade

O que não gostei: Desconforto do design, inclusive cabo","ja tive outro secador da marca revlon e fiquei desapontada com o odelo atual.

o que gostei: durabilidade

o que nao gostei: desconforto do design, inclusive cabo","['ja', 'tive', 'outro', 'secador', 'da', 'marca', 'revlon', 'fiquei', 'desapontada', 'com', 'odelo', 'atual', 'que', 'gostei', 'durabilidade', 'que', 'nao', 'gostei', 'desconforto', 'do', 'design', 'inclusive', 'cabo']",,3,-1,4
1_114233,"Conheço o produto, recomendo e é aferido pelo Imetro!

O que gostei: Muito segura, não aperta o usuário, regulável de acordo com o tamanho/peso da criança e é muito confortável. Custo/benefício!

O que não gostei: Não encontrei","conheco o produto, recomendo e e aferido pelo imetro!

o que gostei: muito segura, nao aperta o usuario, regulavel de acordo com o tamanho/peso da crianca e e muito confortavel. custo/beneficio!

o que nao gostei: nao encontrei","['conheco', 'produto', 'recomendo', 'aferido', 'pelo', 'imetro', 'que', 'gostei', 'muito', 'segura', 'nao', 'aperta', 'usuario', 'regulavel', 'de', 'acordo', 'com', 'tamanho', 'peso', 'da', 'crianca', 'muito', 'confortavel', 'custo', 'beneficio', 'que', 'nao', 'gostei', 'nao', 'encontrei']",1.0,5,7,7
0_432115,"Produto Muito Bom, Aquece e esfria rapidamente. Só um ponto a se questionar, o mal cheiro que sai quando está na função quente.","produto muito bom, aquece e esfria rapidamente. so um ponto a se questionar, o mal cheiro que sai quando esta na funcao quente.","['produto', 'muito', 'bom', 'aquece', 'esfria', 'rapidamente', 'so', 'um', 'ponto', 'se', 'questionar', 'mal', 'cheiro', 'que', 'sai', 'quando', 'esta', 'na', 'funcao', 'quente']",1.0,4,3,3
0_385682,"O nintendo é bacana e compacto, facilitando levá-lo a qualquer lugar, porém as telas poderiam ser um pouco maiores, já que o mesmo trabalha com gráficos em 3D.

O que gostei: Facilidade em transportá-lo para qualquer lugar.

O que não gostei: Por ser um equipamento de mão, o console se torna pesado com o tempo de uso, gerando desconforto ao jogar.","o nintendo e bacana e compacto, facilitando leva-lo a qualquer lugar, porem as telas poderiam ser um pouco maiores, ja que o mesmo trabalha com graficos em 3d.

o que gostei: facilidade em transporta-lo para qualquer lugar.

o que nao gostei: por ser um equipamento de mao, o console se torna pesado com o tempo de uso, gerando desconforto ao jogar.","['nintendo', 'bacana', 'compacto', 'facilitando', 'leva', 'lo', 'qualquer', 'lugar', 'porem', 'as', 'telas', 'poderiam', 'ser', 'um', 'pouco', 'maiores', 'ja', 'que', 'mesmo', 'trabalha', 'com', 'graficos', 'em', '3d', 'que', 'gostei', 'facilidade', 'em', 'transporta', 'lo', 'para', 'qualquer', 'lugar', 'que', 'nao', 'gostei', 'por', 'ser', 'um', 'equipamento', 'de', 'mao', 'console', 'se', 'torna', 'pesado', 'com', 'tempo', 'de', 'uso', 'gerando', 'desconforto', 'ao', 'jogar']",,3,-1,6
0_216345,"GOSTEI. ESPERO QUE CONTINUE ASSIM.

O que gostei: É UM BOM PRODUTO. PEQUENO E FÁCIL DE CARREGAR PARA QUALQUER LUGAR.

O que não gostei: AINDA NÃO ENCONTREI.","gostei. espero que continue assim.

o que gostei: e um bom produto. pequeno e facil de carregar para qualquer lugar.

o que nao gostei: ainda nao encontrei.","['gostei', 'espero', 'que', 'continue', 'assim', 'que', 'gostei', 'um', 'bom', 'produto', 'pequeno', 'facil', 'de', 'carregar', 'para', 'qualquer', 'lugar', 'que', 'nao', 'gostei', 'ainda', 'nao', 'encontrei']",1.0,4,5,5
0_228655,"PrósPrós:gostei muito deste produto mais o valor e muiti alto para meu bolso
ContrasContras:gostei muito deste produto mais o valor e muiti alto para meu bolso

O que gostei:     PrósPrós:gostei muito deste produto mais o valor e muiti alto para meu bolso
ContrasContras:gostei muito deste produto mais o valor e muiti alto para meu bolso

O que não gostei:     PrósPrós:gostei muito deste produto mais o valor e muiti alto para meu bolso
ContrasContras:gostei muito deste produto mais o valor e muiti alto para meu bolso","prospros:gostei muito deste produto mais o valor e muiti alto para meu bolso
contrascontras:gostei muito deste produto mais o valor e muiti alto para meu bolso

o que gostei:     prospros:gostei muito deste produto mais o valor e muiti alto para meu bolso
contrascontras:gostei muito deste produto mais o valor e muiti alto para meu bolso

o que nao gostei:     prospros:gostei muito deste produto mais o valor e muiti alto para meu bolso
contrascontras:gostei muito deste produto mais o valor e muiti alto para meu bolso","['prospros', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso', 'contrascontras', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso', 'que', 'gostei', 'prospros', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso', 'contrascontras', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso', 'que', 'nao', 'gostei', 'prospros', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso', 'contrascontras', 'gostei', 'muito', 'deste', 'produto', 'mais', 'valor', 'muiti', 'alto', 'para', 'meu', 'bolso']",1.0,5,4,4
0_222850,"-Excelente, não só pela tradição da marca (sony), mormente pela perfórmance do produto que vem atendendo as minhas expectaivas em todos os sentidos.

O que gostei: -tudo.

O que não gostei: -nada.","-excelente, nao so pela tradicao da marca (sony), mormente pela performance do produto que vem atendendo as minhas expectaivas em todos os sentidos.

o que gostei: -tudo.

o que nao gostei: -nada.","['excelente', 'nao', 'so', 'pela', 'tradicao', 'da', 'marca', 'sony', 'mormente', 'pela', 'performance', 'do', 'produto', 'que', 'vem', 'atendendo', 'as', 'minhas', 'expectaivas', 'em', 'todos', 'os', 'sentidos', 'que', 'gostei', 'tudo', 'que', 'nao', 'gostei', 'nada']",1.0,4,9,9
10_96875,"Buscava uma TV de tela grande para instalar numa pequena área de lazer de minha residência. Optei pela nova geração de TVs de plasma que estão com ótima relação custo-benefício. Apesar de estar numa área clara, o reflexo da tela não é problema, como muitos afirmam, apesar de refletir um pouco mais que a TV de LCD. Eu mesmo comprei e a instalei num suporte de parede articulado da Multivisão. A qualidade da imagem superou minhas expectativas. Tenho uma outra LCD SONY, Full HD, 40"", instalada num ambiente interno e a imagem da SAMSUNG plasma, sem utilizar os recursos full hd da Sony, são melhores, mais nítidas. Com relação ao consumo de energia, não levei em conta esse fator, pois essa TV será utilizada somente nos finais de semana.Atenção: esse modelo da SAMSUNG é lançamento!Quase comprei o modelo PL42B450, que também apresenta avaliações muito boas aqui no busca pé,mas esse modelo PL42C450 é superior ao modelo anterior, pois vem com entrada USB, decodificador interno (embutido) para sinal digital e sintonizador de rádio FM. E ainda na época de minha compra, consegui uma promoção no site CARREFOUR mais em conta que o modelo antigo : R$1.899,00 à vista ou em até 18 vezes de R$105,00 sem juros no cartão Carrefour. Portanto, dê preferência para este novo modelo.Fique atento também que existe um lançamento modelo PL42C430 que tem uma entrada HDMI a menos e não tem o sintonizador FM!! Compare:http://www.samsung.com/br/consumer/tv-audio-video/tv/plasma/index.idx?pagetype=subtype_p2.

O que gostei: Imagens nítidas, som excelente, entrada USB, sintonizador de rádio FM, decodificador embutido para sinal digital, 3 entradas HDMI, leve para uma tv de 42"".

O que não gostei: um pouco confusa para os primeiros passos na sua instalação.","buscava uma tv de tela grande para instalar numa pequena area de lazer de minha residencia. optei pela nova geracao de tvs de plasma que estao com otima relacao custo-beneficio. apesar de estar numa area clara, o reflexo da tela nao e problema, como muitos afirmam, apesar de refletir um pouco mais que a tv de lcd. eu mesmo comprei e a instalei num suporte de parede articulado da multivisao. a qualidade da imagem superou minhas expectativas. tenho uma outra lcd sony, full hd, 40"", instalada num ambiente interno e a imagem da samsung plasma, sem utilizar os recursos full hd da sony, sao melhores, mais nitidas. com relacao ao consumo de energia, nao levei em conta esse fator, pois essa tv sera utilizada somente nos finais de semana.atencao: esse modelo da samsung e lancamento!quase comprei o modelo pl42b450, que tambem apresenta avaliacoes muito boas aqui no busca pe,mas esse modelo pl42c450 e superior ao modelo anterior, pois vem com entrada usb, decodificador interno (embutido) para sinal digital e sintonizador de radio fm. e ainda na epoca de minha compra, consegui uma promocao no site carrefour mais em conta que o modelo antigo : r$1.899,00 a vista ou em ate 18 vezes de r$105,00 sem juros no cartao carrefour. portanto, de preferencia para este novo modelo.fique atento tambem que existe um lancamento modelo pl42c430 que tem uma entrada hdmi a menos e nao tem o sintonizador fm!! compare:http://www.samsung.com/br/consumer/tv-audio-video/tv/plasma/index.idx?pagetype=subtype_p2.

o que gostei: imagens nitidas, som excelente, entrada usb, sintonizador de radio fm, decodificador embutido para sinal digital, 3 entradas hdmi, leve para uma tv de 42"".

o que nao gostei: um pouco confusa para os primeiros passos na sua instalacao.","['buscava', 'uma', 'tv', 'de', 'tela', 'grande', 'para', 'instalar', 'numa', 'pequena', 'area', 'de', 'lazer', 'de', 'minha', 'residencia', 'optei', 'pela', 'nova', 'geracao', 'de', 'tvs', 'de', 'plasma', 'que', 'estao', 'com', 'otima', 'relacao', 'custo', 'beneficio', 'apesar', 'de', 'estar', 'numa', 'area', 'clara', 'reflexo', 'da', 'tela', 'nao', 'problema', 'como', 'muitos', 'afirmam', 'apesar', 'de', 'refletir', 'um', 'pouco', 'mais', 'que', 'tv', 'de', 'lcd', 'eu', 'mesmo', 'comprei', 'instalei', 'num', 'suporte', 'de', 'parede', 'articulado', 'da', 'multivisao', 'qualidade', 'da', 'imagem', 'superou', 'minhas', 'expectativas', 'tenho', 'uma', 'outra', 'lcd', 'sony', 'full', 'hd', '40', 'instalada', 'num', 'ambiente', 'interno', 'imagem', 'da', 'samsung', 'plasma', 'sem', 'utilizar', 'os', 'recursos', 'full', 'hd', 'da', 'sony', 'sao', 'melhores', 'mais', 'nitidas', 'com', 'relacao', 'ao', 'consumo', 'de', 'energia', 'nao', 'levei', 'em', 'conta', 'esse', 'fator', 'pois', 'essa', 'tv', 'sera', 'utilizada', 'somente', 'nos', 'finais', 'de', 'semana', 'atencao', 'esse', 'modelo', 'da', 'samsung', 'lancamento', 'quase', 'comprei', 'modelo', 'pl42b450', 'que', 'tambem', 'apresenta', 'avaliacoes', 'muito', 'boas', 'aqui', 'no', 'busca', 'pe', 'mas', 'esse', 'modelo', 'pl42c450', 'superior', 'ao', 'modelo', 'anterior', 'pois', 'vem', 'com', 'entrada', 'usb', 'decodificador', 'interno', 'embutido', 'para', 'sinal', 'digital', 'sintonizador', 'de', 'radio', 'fm', 'ainda', 'na', 'epoca', 'de', 'minha', 'compra', 'consegui', 'uma', 'promocao', 'no', 'site', 'carrefour', 'mais', 'em', 'conta', 'que', 'modelo', 'antigo', '899', '00', 'vista', 'ou', 'em', 'ate', '18', 'vezes', 'de', '105', '00', 'sem', 'juros', 'no', 'cartao', 'carrefour', 'portanto', 'de', 'preferencia', 'para', 'este', 'novo', 'modelo', 'fique', 'atento', 'tambem', 'que', 'existe', 'um', 'lancamento', 'modelo', 'pl42c430', 'que', 'tem', 'uma', 'entrada', 'hdmi', 'menos', 'nao', 'tem', 'sintonizador', 'fm', 'compare', 'http', 'www', 'samsung', 'com', 'br', 'consumer', 'tv', 'audio', 'video', 'tv', 'plasma', 'index', 'idx', 'pagetype', 'subtype_p2', 'que', 'gostei', 'imagens', 'nitidas', 'som', 'excelente', 'entrada', 'usb', 'sintonizador', 'de', 'radio', 'fm', 'decodificador', 'embutido', 'para', 'sinal', 'digital', 'entradas', 'hdmi', 'leve', 'para', 'uma', 'tv', 'de', '42', 'que', 'nao', 'gostei', 'um', 'pouco', 'confusa', 'para', 'os', 'primeiros', 'passos', 'na', 'sua', 'instalacao']",1.0,4,6,7
